institution,school_type,state,testing_info_link,rtc_model,last_updated,testing,testing_type,test_initial,test_recurring,test_freq,test_vendor,test_pool,endowment,enrollment,endowment_per_fte_enrollment
New York Film Academy,Private,NY,https://www.nyfa.edu/about/message-about-coronavirus.php,Planning for in-person,,,,,,,,,,1389,
New York Institute of Technology,Private,NY,https://www.nyit.edu/medicine/covid_19_communications#update2,Considering a range of scenarios,,,,,,,,,111256324,7173,16786
New York University,Private,NY,https://www.nyu.edu/life/safety-health-wellness/coronavirus-information/safety-and-health/coronavirus-testing.html#returnTesting,Proposing a hybrid model,7/31/2020,TRUE,Symptomatic,TRUE,TRUE,,,,4222210163,51847,83742
Newberry College,Private,SC,https://www.newberry.edu/subpages/lent-devotional-2019#fall2020,Planning for in-person,,,,,,,,,17328268,1208,14203
Niagara University,Private,NY,https://www.niagara.edu/fall-2020-updates/,Planning for in-person,,,,,,,,,102391601,3763,27577
Norfolk State University,Public,VA,https://www.nsu.edu/fall-reopening,Proposing a hybrid model,,,,,,,,,24804748,5204,5237
North Carolina A&T State University,Public,NC,https://www.northcarolina.edu/news/2020/04/UNC-System-Interim-President-Moving-Forward-Toward-Fall-2020,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
North Carolina Central University,Public,NC,https://www.nccu.edu/news/message-chancellor-campus-updates-and-fall-2020-preparations,Planning for in-person,,,,,,,,,36629410,8207,4757
North Carolina State University,Public,NC,https://www.ncsu.edu/coronavirus/preparing-for-what-lies-ahead/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
North Central College,Private,IL,https://covid.northcentralcollege.edu/2020/06/26/message-from-the-president-on-fall-2020-return-to-campus/,Proposing a hybrid model,,,,,,,,,116939127,2928,41571
North Central University,Private,MN,https://www.northcentral.edu/emergency-management/coronavirus-covid-19-information/,Proposing a hybrid model,,,,,,,,,3573352,1115,3552
North Dakota University system — all campuses,Public,ND,https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall,,,,,,,,,,#N/A,#N/A,#N/A
North Dakota University system — Bismarck State College,Public,ND,https://bismarckstate.edu/news/Return-to-Campus/,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
North Dakota University system — Dakota College at Bottineau,Public,ND,https://www.dakotacollege.edu/explore-dcb/fall-opening/health-wellness,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
North Dakota University system — Dickinson State University,Public,ND,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
North Dakota University system — Lake Region State College,Public,ND,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
North Dakota University system — Mayville State University,Public,ND,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
North Dakota University system — Minot State University,Public,ND,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
North Dakota University system — North Dakota State College of Science,Public,ND,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
North Dakota University system — North Dakota State University,Public,ND,https://www.ndsu.edu/studenthealthservice/covid_19/,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
North Dakota University system — University of North Dakota,Public,ND,https://campus.und.edu/safety/emergencies/covid-testing.html,Planning for in-person,8/1/2020,TRUE,Unknown,TRUE,Unknown,,,,#N/A,#N/A,#N/A
North Dakota University system — Valley City State University,Public,ND,https://onestop.vcsu.edu/support/solutions/articles/10000052290,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
North Dakota University system — Williston State College,Public,ND,https://www.willistonstate.edu/Current-Students/Security-and-Safety/Coronavirus-(COVID-19)-Updates.html,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
North Park University,Private,IL,https://assets.northpark.edu/wp-content/uploads/20200515151326/COVID-19_Update_5.15.20.pdf,Planning for in-person,,,,,,,,,76873615,2900,32138
Northampton Community College,Public,PA,https://www.northampton.edu/news/ncc-announces-fall-semester-plans-.htm,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Northeast Wisconsin Technical College,Private,WI,https://www.nwtc.edu/about-nwtc/news/2020/may/nwtc-plans-for-in-person-courses-to-resume-for-fal,Planning for in-person,,,,,,,,,,11505,
Northeastern Illinois University,Public,IL,https://www.neiu.edu/about/coronavirus-response,Proposing a hybrid model,,,,,,,,,11479608,8103,1823
Northeastern State University,Public,OK,https://offices.nsuok.edu/studentaffairs/Coronavirus,Proposing a hybrid model,,,,,,,,,18494779,7879,2903
Northeastern University,Private,MA,https://news.northeastern.edu/coronavirus/reopening/testing-protocols/,Proposing a hybrid model,7/27/2020,TRUE,Both asymptomatic and symptomatic,TRUE,TRUE,1.4,,Unknown,847756000,21627,34253
Northern Arizona University,Public,AZ,https://nau.edu/coronavirus/,Planning for in-person,7/28/2020,TRUE,Symptomatic,FALSE,FALSE,,Campus Health Services,,186219000,31066,6108
Northern Illinois University,Public,IL,https://www.niu.edu/updates/messaging/4-23-20-covid-extension-from-president.html,Waiting to decide,,,,,,,,,85698762,17169,5535
Northern Illinois University,Public,IL,https://www.niu.edu/updates/messaging/5-19-20-update-on-fall-plans-from-provost-ingram-to-returning-students.html,Proposing a hybrid model,,,,,,,,,85698762,17169,5535
Northern Kentucky University,Public,KY,https://www.nku.edu/covid19/moving-forward.html,Proposing a hybrid model,,,,,,,,,105272000,14764,9091
Northern Michigan University,Public,MI,https://nmu.edu/safe-on-campus/,Planning for in-person,8/18/2020,TRUE,Unknown,TRUE,Unknown,,,,15887166,7595,2367
Northern New Mexico College,Public,NM,https://nnmc.edu/covid19/,Planning for online,,,,,,,,,,926,
Northern Vermont University,Public,VT,https://www.northernvermont.edu/about/news-events/news-center/nvu-announces-early-start-fall-semester,Planning for in-person,,,,,,,,,,2590,
Northern Virginia Community College,Public,VA,https://www.nvcc.edu/coronavirus/updates/fall-2020-plans.html,Planning for online,,,,,,,,,7498787,50929,235
Northland College,Private,WI,https://www.northland.edu/news/fall-reopening/,Planning for in-person,,,,,,,,,20916211,582,34687
Northwest Kansas Technical College,Public,KS,https://www.nwktc.edu/covid-19,Planning for in-person,,,,,,,,,954015,821,1415
Northwest Missouri State University,Public,MO,https://www.nwmissouri.edu/media/news/2020/05/05fallclasses.htm,Planning for in-person,,,,,,,,,36456552,6857,6466
Northwest Nazarene University,Private,ID,https://www.nnu.edu/covid-19-update-returning-in-fall,Planning for in-person,,,,,,,,,56285406,2201,23268
Northwest State Community College,Public,OH,https://northweststate.edu/classroom-learning-to-resume-for-fall-2020/,Planning for in-person,,,,,,,,,1023419,2377,489
Northwestern College,Private,IA,https://www.nwciowa.edu/wellness/coronavirus/FAQs,Planning for in-person,,,,,,,,,53739229,1299,45542
Northwestern University,Private,IL,https://www.northwestern.edu/coronavirus-covid-19-updates/developments/student-fall-2020-academic-update.html,Proposing a hybrid model,7/26/2020,TRUE,Symptomatic,TRUE,TRUE,,,,8386918000,22127,418008
Norwich University,Private,VT,https://www.norwich.edu/news/psa,Planning for in-person,,,,,,,,,217770000,3986,57979
Notre Dame of Maryland University,Private,MD,https://www.ndm.edu/news-and-events/news/ndmu-opening-fall-2020-face-face-classes-and-residential-living,Planning for in-person,,,,,,,,,36113417,2371,21070
Nova Southeastern University,Private,FL,https://www.nova.edu/ehs/cv19-resources/student-guide/index.html,Proposing a hybrid model,8/2/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,161145000,20435,9152
Oak Valley College,Private,CA,https://oakvalleycollege.org/covid19,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Oakland City University,Private,IN,https://www.oak.edu/about/campus-news/oakland-city-university-prepares-reopen-main-campus-and-aps-campus-fall,Planning for in-person,,,,,,,,,5160362,1419,5980
Oakland Community College,Public,MI,https://www.mlive.com/news/ann-arbor/2020/05/michigan-community-colleges-look-ahead-to-fall-enrollment-consider-hybrid-course-strategies.html,Proposing a hybrid model,,,,,,,,,1964599,15411,175
Oakland University,Public,MI,https://www.bridgemi.com/talent-education/first-michigan-college-unveils-fall-plan-masks-tests-some-campus-classes,Proposing a hybrid model,,,,,,,,,101746468,19309,5910
Oakwood Universlty,Private,AL,https://www2.oakwood.edu/wp-content/uploads/OU2020_6-15__Pres_Reopen_x.pdf,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Oberlin College,Private,OH,https://www.oberlin.edu/campus-resources/bulletins/covid-19-testing-overview,Proposing a hybrid model,8/3/2020,TRUE,Unknown,TRUE,TRUE,0.25,Tempus,,947148504,2812,323038
Occidental College,Private,CA,https://www.oxy.edu/covid-19,Planning for online,,,,,,,,,434234019,1930,207966
Ohio Dominican University,Private,OH,https://www.ohiodominican.edu/future-students/odu-news-events/news-item/2020/05/19/ohio-dominican-announces-plans-to-resume-on-campus-instruction-in-fall,Planning for in-person,,,,,,,,,22588113,1716,14841
Ohio Northern University,Private,OH,https://www.onu.edu/covid-19,Proposing a hybrid model,,,,,,,,,166276449,3039,55910
Ohio State University,Public,OH,https://news.osu.edu/covid-19-updates-ohio-state-announces-comprehensive-community-testing-program/,Proposing a hybrid model,8/2/2020,TRUE,Both asymptomatic and symptomatic,TRUE,TRUE,,,,#N/A,#N/A,#N/A
Ohio University,Public,OH,https://www.ohio.edu/news/2020/05/ohio-university-prepares-open-campuses-fall,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Ohio Wesleyan University,Private,OH,https://www.owu.edu/news-media/details/safe-campus-opening-task-force/,Planning for in-person,,,,,,,,,239621875,1561,142293
Oklahoma Panhandle State University,Public,OK,https://opsu.edu/coronavirus/Statement//,Planning for in-person,,,,,,,,,4738888,1262,4811
Oklahoma State University,Public,OK,https://go.okstate.edu/coronavirus/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Old Dominion University,Public,VA,https://odu.edu/blueprint,Proposing a hybrid model,,,,,,,,,238114055,24176,11987
Oral Roberts University,Private,OK,https://oru.edu/news/oru_news/20200527-new-fall-schedule-for-2020.php,Planning for in-person,,,,,,,,,43551079,4053,13086
Oregon Institute of Technology,Public,OR,https://www.oit.edu/portland-metro/news/2020/06/17/oregon-tech-plans-early-start-for-on-campus-teaching-when-students-return-in-fall-2020,Planning for in-person,,,,,,,,,33026422,5335,9936
Oregon State University,Public,OR,https://covid.oregonstate.edu/resumption-plan-testing,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,676034239,30986,24666
Otterbein University,Private,OH,https://www.otterbein.edu/news/otterbein-university-will-open-campus-for-fall-semester/,Planning for in-person,,,,,,,,,97776161,2886,35375
Ouachita Baptist University,Private,AR,https://obu.edu/stories/news/COVID-19/index.php,Planning for in-person,,,,,,,,,118705970,1660,80370
Owens Community College,Public,OH,https://www.owens.edu/covid19/,Proposing a hybrid model,,,,,,,,,2186179,9460,336
Pace University,Private,NY,https://myemail.constantcontact.com/Memo-to-Students--Updates-for-Spring-Semester--Summer-Courses--and-Fall-Planning.html?soid=1103481471610&amp;aid=PmPwvZPaFIM,Planning for in-person,,,,,,,,,181853820,13326,13993
Pacific Lutheran University,Private,WA,https://www.plu.edu/marcom/news/2020/04/29/whats-happening-this-fall/,Planning for in-person,,,,,,,,,99812716,3207,31114
Pacific Northwest College of Art,Private,OR,https://pnca.edu/lifeatpnca/safety-security/health-safety,Proposing a hybrid model,,,,,,,,,15575278,574,33786
Pacific School of Religion,Private,CA,https://psr.edu/grades-and-library-updates/,Planning for online,,,,,,,,,43583057,95,415077
Pacific University,Private,OR,https://www.pacificu.edu/about/media/pacific-prepares-fall-2020,Planning for in-person,,,,,,,,,68714826,3938,16896
Palm Beach Atlantic University,Private,FL,http://www.pba.edu/campus-life/health-wellness/safety/covid-19/index.html,Planning for in-person,,,,,,,,,85658708,3705,26785
Palomar College,Public,CA,https://www2.palomar.edu/pages/covid19/majority-of-fall-semester-courses-will-be-online/,Proposing a hybrid model,,,,,,,,,5289770,23917,359
Paul Smith's College,Private,NY,https://www.adirondackdailyenterprise.com/news/local-news/2020/07/paul-smiths-will-have-in-person-classes-move-up-semester-schedule-2/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Pennsylvania College of Technology,Public,PA,https://www.pct.edu/covid-19/reopening#no-back,Planning for in-person,,,,,,,,,18788051,5322,3738
Pennsylvania State University,Public,PA,https://news.psu.edu/story/623188/2020/06/14/academics/penn-state-plans-resume-campus-work-and-learning-fall-semester,Proposing a hybrid model,7/27/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Pepperdine University,Private,CA,https://www.pepperdine.edu/coronavirus/faqs/,Planning for online,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,904142000,7961,114608
Pittsburg State University,Public,KS,https://pittstate.edu/coronavirus,Planning for in-person,,,,,,,,,83211480,6625,13075
Pittsburgh Technical College,Private,PA,https://ptcollege.edu/public-safety/,Proposing a hybrid model,,,,,,,,,500000,1651,196
Pitzer College,Private,CA,https://www.pitzer.edu/emergency/covid-19,Planning for online,,,,,,,,,141464752,1072,136549
Plymouth State University,Public,NH,https://www.plymouth.edu/task-force-fall-2020/,Planning for in-person,,,,,,,,,27083059,5059,5744
Point Loma Nazarene University,Private,CA,https://www.pointloma.edu/coronavirus-covid-19-information/frequently-asked-questions,Planning for in-person,,,,,,,,,61133217,4592,15035
Point Park University,Public,PA,https://www.pointpark.edu/StudentLife/HealthandStudentServices/StudentHealthCenter/covid/index,Planning for in-person,,,,,,,,,47117897,4099,11611
Pomona College,Private,CA,https://www.pomona.edu/coronavirus/updates/posts/plans-fall-semester-7820?fbclid=IwAR3u1xTZVgT8_E6stO2d7Sa05NdXRX27_A71GpXhp0OiY0sKgl5T1e_8xfA,Planning for online,,,,,,,,,2273707000,1573,1300748
Portland Community College,Public,OR,https://www.pcc.edu/coronavirus/,Planning for online,,,,,,,,,,27046,
Portland State University,Public,OR,https://www.pdx.edu/flexible-fall-psu,Proposing a hybrid model,,,,,,,,,2548552,25711,124
Post University,Private,CT,https://post.edu/blog/statement-from-john-l-hopkins-cacc-decision-regarding-fall-sports/,Planning for online,,,,,,,,,,9845,
Prairie View A&M University,Public,TX,http://www.pvamu.edu/coronavirus/wp-content/uploads/sites/191/2020/05/Fall-Semester-Update-5.1.2020.pdf,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Pratt Institute,Private,NY,https://giving.pratt.edu/emailviewonwebpage.aspx?erid=10690993&amp;trid=e1068be3-e9c1-4b05-8af0-0271fc616de8,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Presbyterian College,Private,SC,https://www.presby.edu/about/2020/05/15/presbyterian-college-plans-to-reopen-campus-this-fall/,Planning for in-person,,,,,,,,,91855297,1330,72270
Prescott College,Private,AZ,https://prescottcollege.lpages.co/new-block-schedule-2/,Planning for in-person,,,,,,,,,1533315,827,2381
Prince George's Community College,Public,MD,https://www.pgcc.edu/media/wwwpgccedu/content-assets/about-pgcc/college-safety/public-health-notices/Presidents-Update-June-22-2020.pdf,Waiting to decide,,,,,,,,,4886877,11885,682
Princeton University,Private,NJ,https://fall2020.princeton.edu/,Planning for online,8/18/2020,TRUE,Asymptomatic,TRUE,TRUE,1,Princeton University Health Services,Unknown,25438280780,8374,3053449
Providence Christian College,Private,CA,https://www.providencecc.edu/covid-19/,Planning for in-person,,,,,,,,,27442,171,174
Purdue University,Public,IN,https://protect.purdue.edu/updates/students-testing-announcement/,Planning for in-person,8/2/2020,TRUE,Symptomatic,TRUE,FALSE,0,Vault Health,,#N/A,#N/A,#N/A
Purdue University Fort Wayne,Public,IN,https://www.pfw.edu/microsites/coronavirus/announcements/purdue-fort-wayne-open-for-in-person-classes-this-fall-202006191000,Proposing a hybrid model,,,,,,,,,54337650,10139,7498
Purdue University Northwest,Public,IN,https://www.pnw.edu/looking-forward-to-fall-classes-at-pnw/,Proposing a hybrid model,,,,,,,,,25073757,10473,2929
Queens University of Charlotte,Private,NC,https://www.queens.edu/news/2020/health-advisory.html,Considering a range of scenarios,,,,,,,,,152314890,2536,66339
Quincy University,Private,IL,https://wgem.com/2020/05/13/quincy-university-plans-to-have-face-to-face-classes-this-fall/,Planning for in-person,,,,,,,,,13560718,1086,11823
Quinnipiac University,Private,CT,https://quchronicle.com/70395/news/quinnipiac-announces-fall-2020-plans/,Proposing a hybrid model,,,,,,,,,526568412,10207,47563
Radford University,Public,VA,https://www.radford.edu/content/radfordcore/home/coronavirus/updates/fall-reopening.html,Planning for in-person,,,,,,,,,56743711,9335,6273
Randolph College,Private,VA,https://www.randolphcollege.edu/covid19/,Planning for in-person,,,,,,,,,158087000,626,229112
Randolph-Macon College,Private,VA,https://www.rmc.edu/campus-life/student-health-center/covid-19/may-15---updates-from-president-lindgren,Planning for in-person,,,,,,,,,166220375,1488,115511
Raritan Valley Community College,Public,NJ,https://www.raritanval.edu/coronavirus,Considering a range of scenarios,,,,,,,,,1039462,7887,190
Reed College,Private,OR,https://www.reed.edu/coronavirus/plan/health-testing-tracing.html,Proposing a hybrid model,8/1/2020,TRUE,Symptomatic,TRUE,TRUE,,Tempus Health,,582015794,1503,406436
Reformed Theological Seminary,Private,Multiple,https://rts.edu/news/news-institutional/rts-announces-plans-for-fall-2020-classes/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Regis College,Private,MA,https://www.regiscollege.edu/about-regis/news/regis-college-announces-new-details-fall-2020-semester,Planning for in-person,,,,,,,,,41111873,2757,19475
Regis University,Private,CO,https://www.regis.edu/news/2020/05/fall-semester-to-start-early,Planning for in-person,,,,,,,,,65140880,7907,9757
Rensselaer Polytechnic Institute,Private,NY,https://covid19.rpi.edu/return-to-campus,Proposing a hybrid model,8/2/2020,TRUE,Unknown,TRUE,TRUE,0.5,,,715148000,7895,89517
Rhode Island School of Design,Private,RI,https://covid.risd.edu/health-self-care/screening-testing-care/?utm_source=site&utm_medium=homepage&utm_campaign=updates,Proposing a hybrid model,8/1/2020,TRUE,Unknown,TRUE,TRUE,,Broad Institute,,351448638,2467,140692
Rhodes College,Private,TN,https://www.rhodes.edu/coronavirus-updates,Planning for online,8/1/2020,TRUE,Unknown,TRUE,TRUE,,,,359278852,2036,167029
Rice University,Private,TX,https://coronavirus.rice.edu/news/covid-19-response-weekly-update-covid-19-testing-rice-campus,Proposing a hybrid model,8/1/2020,TRUE,Symptomatic,TRUE,TRUE,,"Baylor Genetics, Houston Medical Hospital",,6228857000,7124,841965
Rider University,Private,NJ,https://www.rider.edu/news/2020/05/07/letter-president-dellomo-about-formation-fall-2020-planning-task-force,Proposing a hybrid model,,,,,,,,,64282544,4824,13830
Roanoke College,Private,VA,https://www.roanoke.edu/about/news/maxey_message_fall_2020,Planning for in-person,,,,,,,,,152582383,2014,67634
Robert Morris University,Private,PA,https://pittsburgh.cbslocal.com/2020/05/13/rmu-fall-2020-in-person-classes/,Planning for in-person,,,,,,,,,36537265,4895,7686
Roberts Wesleyan College,Private,NY,https://www.roberts.edu/roberts-restart,Planning for in-person,,,,,,,,,27989144,1739,16902
Rochester Institute of Technology,Private,NY,https://www.rit.edu/news/eyes-fall-time-creativity,Planning for in-person,8/3/2020,TRUE,Symptomatic,FALSE,Unknown,,,,938162000,16463,68554
Rock Valley College,Public,IL,https://www.rockvalleycollege.edu/Academics/Fall-2020-Semester-FAQ.cfm,Proposing a hybrid model,,,,,,,,,7046849,6244,1440
Rockhurst University,Private,MO,https://twitter.com/RockhurstU/status/1255932257950486528,Planning for in-person,,,,,,,,,37127797,3145,16523
Roger Williams University,Private,RI,https://www.rwu.edu/reopening-roger/testing-and-tracing/testing,Planning for in-person,,TRUE,Both asymptomatic and symptomatic,TRUE,TRUE,2,Broad Insitute and P.O.C. pending FDA approval,FALSE,69203230,4860,14603
Rollins College,Private,FL,https://emergency.rollins.edu/covid19/,Proposing a hybrid model,,,,,,,,,383704000,3127,109100
Roosevelt University,Private,IL,https://blogs.roosevelt.edu/coronavirus/2020/06/25/office-of-the-provost-fall-classes-update/#more-698,Proposing a hybrid model,,,,,,,,,126038449,4329,30922
Rose-Hulman Institute of Technology,Private,IN,https://www.loyno.edu/coronavirus,Planning for in-person,,,,,,,,,213545285,2142,98092
Rosemont College,Private,PA,https://www.rosemont.edu/about/rosemont-2020/,Considering a range of scenarios,,,,,,,,,17509236,945,19965
Rowan College at Burlington County,Public,NJ,https://www.rcbc.edu/reopening,Proposing a hybrid model,,,,,,,,,1763424,8890,295
Rowan University,Public,NJ,https://www.rowan.edu/virusinfo/,Proposing a hybrid model,,,,,,,,,207198055,19465,12301
Rutgers University,Public,NJ,https://www.rutgers.edu/president/plans-for-fall-2020,Planning for online,7/26/2020,TRUE,Both asymptomatic and symptomatic,TRUE,Unknown,,Rutgers University,Unknown,#N/A,#N/A,#N/A
Sacred Heart University,Private,CT,https://www.sacredheart.edu/offices--departments-directory/health-services/coronavirus/,Planning for in-person,,,,,,,,,167403999,8958,20561
Sain Mary's University,Private,TX,https://www.stmarytx.edu/emergency/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Saint Anselm College,Private,NH,https://www.anselm.edu/news/college-announces-plans-fall-2020,Planning for in-person,,,,,,,,,157951291,2024,81460
Saint Francis University,Private,PA,https://www.francis.edu/coronavirus-updates/,Planning for in-person,,,,,,,,,50298794,2611,18231
Saint John's University,Private,MN,https://www.csbsju.edu/covid-19/campus-communications/060820-student-update,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Saint Joseph's College of Maine,Private,ME,https://www.sjcme.edu/highlights/,Planning for in-person,,,,,,,,,11550411,2106,6715
Saint Lawrence University,Private,NY,https://www.stlawu.edu/covid-19/important-updates#Fall2020-Planning,Considering a range of scenarios,,,,,,,,,#N/A,#N/A,#N/A
Saint Leo University,Private,FL,https://www.saintleo.edu/coronavirus,Waiting to decide,,,,,,,,,72260795,11808,6184
Saint Mary-of-the-Woods College,Private,IN,https://www.smwc.edu/smwc-to-alter-fall-schedule/,Planning for in-person,,,,,,,,,13253353,1035,16862
Saint Mary's College,Private,IN,https://www.saintmarys.edu/emergency-info,Planning for in-person,,,,,,,,,194387661,1611,124607
Saint Mary's College of California,Private,CA,https://www.stmarys-ca.edu/fall-2020-academic-plan-message-from-the-provost,"95%+ online, small number of students living on campus",8/18/2020,TRUE,Symptomatic,TRUE,TRUE,1,InHouse Physicians and Exceltox,FALSE,180473706,3881,45829
Saint Mary's University of Minnesota,Private,MI,https://newsroom.smumn.edu/2020/05/21/fall-semester-planning-update//,Planning for in-person,,,,,,,,,65102406,5560,15976
Saint Norbert College,Private,WI,https://www.snc.edu/covid19/,Planning for in-person,,,,,,,,,146337194,2228,68446
Salem University,Private,WV,https://www.salemu.edu/wp-content/uploads/2020/07/Updated-Message-From-The-Dean-Of-Student-Affairs-7.16.2020.pdf,Planning for in-person,8/1/2020,TRUE,Unknown,Unknown,Unknown,,,,,990,
Salk Institute,Private,CA,https://www.salk.edu/,,7/27/2020,TRUE,Either asymptomatic or symptomatic,Unknown,Unknown,,,Unknown,#N/A,#N/A,#N/A
Samford University,Private,AL,https://www.samford.edu/news/2020/04/Samford-Announces-Plans--Fall-2020,Planning for in-person,,,,,,,,,345325875,5619,60594
San Bernardino Valley College,Public,CA,https://www.valleycollege.edu/eSchedule/Online/Schedule/V/2020FA/index.html,Proposing a hybrid model,,,,,,,,,,13837,
San Diego Miramar College,Public,CA,https://www.sdccd.edu/coronavirus/,Planning for online,,,,,,,,,,15893,
San Jacinto College,Public,TX,https://www.sanjac.edu/coronavirus,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
San Jose City College,Public,CA,https://www.sjcc.edu/future-students/apply-now,Planning for online,,,,,,,,,,9270,
Santa Clara University,Private,CA,https://www.scu.edu/preparedscu/teaching-and-learning/fall-2020-enrollment-faqs/,Proposing a hybrid model,,,,,,,,,979248000,8642,123783
Santa Monica College,Public,CA,http://www.smc.edu/ACG/Superintendent-President/Message/Pages/Fall-2020-Update-Watch-We-Miss-You.aspx,Planning for online,,,,,,,,,12171559,28800,593
Santa Rosa Junior College,Public,CA,https://www.santarosa.edu/,Planning for online,,,,,,,,,41321652,20000,3408
Sarah Lawrence College,Private,NY,https://www.sarahlawrence.edu/news-events/news/2020-06-30-president-judd-announces-plans-for-the-fall-semester-anc.html,Proposing a hybrid model,,,,,,,,,113750536,1709,66755
Savannah College of Art and Design,Private,GA,https://www.scad.edu/coronavirus,Planning for online,,,,,,,,,154774022,14086,12020
School of the Art Institute of Chicago,Private,IL,https://www.saic.edu/makeready#feature,Planning for in-person,,,,,,,,,224396000,3639,62384
School of Visual Arts,Private,NY,https://sva.edu/features/message-from-sva-about-covid-19-novel-coronavirus,Proposing a hybrid model,,,,,,,,,,4390,
Schreiner University,Private,TX,https://schreiner.edu/news-schreiner-university-announces-plans-for-fall-2020/,Planning for in-person,,,,,,,,,71568382,1418,52701
Scripps College,Private,CA,http://www.scrippscollege.edu/news/campus-news/fall-2020-decision-from-the-president,Planning for online,,,,,,,,,362045500,1071,341552
Scripps Institute,Private,FL,https://www.scripps.edu/,,,,,,,,,,#N/A,#N/A,#N/A
Scripps Institute,Private,CA,https://www.scripps.edu/,,7/27/2020,TRUE,Both asymptomatic and symptomatic,Unknown,TRUE,,,Unknown,#N/A,#N/A,#N/A
Seattle Pacific University,Private,WA,https://spu.edu/administration/health-services/hs-news/2020/COVID-19,Proposing a hybrid model,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,110084000,3688,30853
Seattle University,Private,WA,https://www.seattleu.edu/coronavirus,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,241184304,7291,37591
Seminole State College of Florida,Public,FL,https://www.seminolestate.edu/reopening,Planning for online,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,11478006,18104,992
Seton Hall University,Private,NJ,https://www.shu.edu/health-intervention-communication/fall-2020-plan.cfm#2,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,TRUE,,,,257719000,10162,28712
Seton Hill University,Private,PA,https://edu-setonhill-myshu.s3.amazonaws.com/documents/Covid-19/fe4bd25e3cd309cd36b7c8e06569eef6.pdf,Planning for in-person,8/1/2020,,,,,,,,40405908,2297,17575
Sewanee: The University of the South,Private,TN,https://new.sewanee.edu/2019-novel-coronavirus-covid-19/university-updates/fall-planning-update-college/faqs-health-safety/#Testing,Planning for in-person,8/17/2020,TRUE,Symptomatic,TRUE,TRUE,,,,#N/A,#N/A,#N/A
Shenandoah University,Private,VA,https://www.su.edu/health-wellness/health-wellness-home/checklist-for-reopening-campus/,Proposing a hybrid model,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,66182279,3817,15702
Shepherd University,Public,WV,https://www.shepherd.edu/news/president-hendrix-addresses-staff-council-about-reopening-shepherd-avoiding-layoffs/,Proposing a hybrid model,8/1/2020,TRUE,Unknown,TRUE,Unknown,,,,20718853,3648,6820
Shippensburg University,Public,PA,https://fall2020.shipnews.org/wp-content/uploads/2020/07/NavigatingFall2020_7_24.pdf,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Siena College,Private,NY,https://www.siena.edu/life-as-a-saint/marching-forward/on-campus-living/,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,135261551,3221,42723
Siena Heights University,Private,MI,https://sienaheights.edu/Siena-Heights-News/ArtMID/2940/ArticleID/687/FAQs-About-SHU-and-Coronavirus-CARES-Act-FAQ,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,13627897,2433,6974
