NCES,District,State,Public School Enrollment,Last verified,District reopening plan,Start date,Link
4109600,Philomath Sd 17j,OR,"1,632",9/1/20,Remote learning only,9/1/20,"<a href=""https://www.philomathsd.net/"" target=""_blank"">🔗</a>"
3904355,Beachwood City,OH,"1,615",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.beachwoodschools.org/"" target=""_blank"">🔗</a>"
1200720,Hamilton,FL,"1,610",8/12/20,Full in-person reopening available for all students,8/10/20,"<a href=""https://www.hamiltonfl.com/news?ID=0E9A5162-FB0E-492E-99E8-0349CFF153B7"" target=""_blank"">🔗</a>"
2003300,Labette County,KS,"1,602",8/27/20,Hybrid/Partial,8/27/20,"<a href=""https://www.usd506.org/vnews/display.v/ART/5f23004d6ff0f"" target=""_blank"">🔗</a>"
1602580,Payette Joint District,ID,"1,599",8/25/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.payetteschools.org/district/district-home"" target=""_blank"">🔗</a>"
2632940,Standish-Sterling Community Schools,MI,"1,579",8/31/20,Hybrid/Partial,8/31/20,"<a href=""http://www.standish-sterling.org/"" target=""_blank"">🔗</a>"
1806900,Mitchell Community Schools,IN,"1,575",8/17/20,Hybrid/Partial,8/17/20,"<a href=""https://www.mitchell.k12.in.us/Content2/covid19-resource-page"" target=""_blank"">🔗</a>"
1803300,Elwood Community School Corp,IN,"1,568",8/3/20,Full in-person reopening available for all students,7/30/20,"<a href=""https://docs.google.com/document/d/1yQovMo2lKCvdFk6lXRkYMCYq-5Bh2VIBQof28WfCiHM/preview"" target=""_blank"">🔗</a>"
5101690,Grayson Co Pblc Schs,VA,"1,542",8/30/20,Hybrid/Partial,8/18/20,"<a href=""https://www.grayson.k12.va.us/"" target=""_blank"">🔗</a>"
5501800,Brown Deer School District,WI,"1,521",9/1/20,Remote learning only,9/1/20,"<a href=""https://www.browndeerschools.com/coronavirus/2020-school-re-entry.cfm"" target=""_blank"">🔗</a>"
1742480,Williamsville Cusd 15,IL,"1,514",8/17/20,Hybrid/Partial,8/17/20,"<a href=""http://www.wcusd15.org/"" target=""_blank"">🔗</a>"
4220250,Richland Sd,PA,"1,506",8/27/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://www.richlandsd.com/"" target=""_blank"">🔗</a>"
3306240,Somersworth School District,NH,"1,504",9/2/20,Remote learning only,9/2/20,"<a href=""http://www.sau56.org/"" target=""_blank"">🔗</a>"
3418330,Woodstown-Pilesgrove Regional School District,NJ,"1,482",9/9/20,Remote learning only,9/8/20,"<a href=""https://www.woodstown.org/"" target=""_blank"">🔗</a>"
5000425,MT. Abraham Unified School District,VT,"1,479",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.mausd.org/apps/news/article/1249836"" target=""_blank"">🔗</a>"
4215990,Mount Carmel Area Sd,PA,"1,471",9/8/20,Hybrid/Partial,8/24/20,"<a href=""http://www.mca.k12.pa.us/wp/"" target=""_blank"">🔗</a>"
3606720,Catskill Central School District,NY,"1,468",8/25/20,Remote learning only,9/14/20,"<a href=""https://catskillcsd.org/coronavirus-information/"" target=""_blank"">🔗</a>"
1807950,M S D North Posey Co Schools,IN,"1,451",8/10/20,Full in-person reopening available for all students,8/10/20,"<a href=""http://www.northposey.k12.in.us/#"" target=""_blank"">🔗</a>"
4801410,Bob Hope School,TX,"1,451",9/9/20,Remote learning only,9/8/20,"<a href=""http://www.bobhopeschool.org/home"" target=""_blank"">🔗</a>"
5510740,North Fond Du Lac School District,WI,"1,446",9/1/20,Hybrid/Partial,9/1/20,"<a href=""http://www.nfdlschools.org/district/home/covid-19-information-(1)"" target=""_blank"">🔗</a>"
4701200,Fayetteville,TN,"1,435",8/3/20,Hybrid/Partial,8/3/20,"<a href=""https://www.fcsboe.org/"" target=""_blank"">🔗</a>"
1734100,Riverton Cusd 14,IL,"1,429",8/17/20,Hybrid/Partial,8/17/20,"<a href=""https://www.rivertonschools.org/"" target=""_blank"">🔗</a>"
3700120,Alleghany County Schools,NC,"1,416",8/18/20,Hybrid/Partial,8/17/20,"<a href=""https://drive.google.com/file/d/1XA4qeBkUW5dYLUeUIhd6WBoyzrh0OD8W/view"" target=""_blank"">🔗</a>"
2906510,Moniteau CO. R-i,MO,"1,392",8/26/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://www.californiak12.org/"" target=""_blank"">🔗</a>"
2501920,Amherst-Pelham,MA,"1,340",9/17/20,Hybrid/Partial,9/16/20,"<a href=""https://drive.google.com/file/d/1ho1gYa6dm_cGeWU77F_UWc7IUJZGcIN6/view"" target=""_blank"">🔗</a>"
0803960,Fremont Re-2,CO,"1,339",8/18/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.re-2.org/covid-information-ef12de16"" target=""_blank"">🔗</a>"
1704620,Auburn Cusd 10,IL,"1,319",8/26/20,Remote learning only,8/26/20,"<a href=""https://www.auburn.k12.il.us/"" target=""_blank"">🔗</a>"
1200570,Franklin,FL,"1,315",8/18/20,Full in-person reopening available for all students,8/14/20,"<a href=""https://www.franklincountyschools.org/Page/1565"" target=""_blank"">🔗</a>"
1737590,Staunton Cusd 6,IL,"1,314",8/27/20,Full in-person reopening available for all students,8/13/20,"<a href=""https://www.stauntonschools.org/o/district"" target=""_blank"">🔗</a>"
4702790,Mckenzie,TN,"1,290",8/17/20,Full in-person reopening available for all students,8/4/20,"<a href=""http://www.mckenzieschools.org/"" target=""_blank"">🔗</a>"
2803270,North Tippah School Dist,MS,"1,287",8/6/20,Hybrid/Partial,8/6/20,"<a href=""http://www.northtippahschools.com/"" target=""_blank"">🔗</a>"
1730630,Pana Cusd 8,IL,"1,282",8/20/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.panaschools.com/"" target=""_blank"">🔗</a>"
0500029,Gosnell School District,AR,"1,276",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.gosnellschool.net/page/gsd-reopening-2020-21"" target=""_blank"">🔗</a>"
1731920,Pleasant Plains Cusd 8,IL,"1,273",8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://www.ppcusd8.org/home"" target=""_blank"">🔗</a>"
4203300,Bellwood-Antis Sd,PA,"1,272",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""http://www.blwd.k12.pa.us/contact_us/c_o_v_i_d-19_response_and_information"" target=""_blank"">🔗</a>"
3305880,Raymond School District,NH,"1,248",9/1/20,Hybrid/Partial,9/1/20,"<a href=""https://raymondschoolnews.com/"" target=""_blank"">🔗</a>"
5306840,Port Townsend School District,WA,"1,237",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.ptschools.org/"" target=""_blank"">🔗</a>"
1201020,Lafayette,FL,"1,228",8/18/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.lafayette.k12.fl.us/BacktoSchoolPlans2021"" target=""_blank"">🔗</a>"
1803120,Eastern Hancock Co Com Sch Corp,IN,"1,211",8/3/20,Full in-person reopening available for all students,8/3/20,"<a href=""https://www.easternhancock.org/"" target=""_blank"">🔗</a>"
4226610,Windber Area Sd,PA,"1,207",8/27/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://www.windberschools.org/"" target=""_blank"">🔗</a>"
2506900,Lincoln,MA,"1,192",9/18/20,Hybrid/Partial,9/16/20,"<a href=""https://www.lincnet.org/"" target=""_blank"">🔗</a>"
5511610,Peshtigo School District,WI,"1,188",8/25/20,Hybrid/Partial,8/24/20,"<a href=""https://www.peshtigo.k12.wi.us/"" target=""_blank"">🔗</a>"
1716860,Glencoe Sd 35,IL,"1,175",8/31/20,Hybrid/Partial,8/31/20,"<a href=""http://www.glencoeschools.org/district/feature-story/district-35-plans-for-2020-2021"" target=""_blank"">🔗</a>"
4221420,Sharpsville Area Sd,PA,"1,173",9/9/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://www.sharpsville.k12.pa.us/"" target=""_blank"">🔗</a>"
3301860,Berlin School District,NH,"1,159",9/10/20,Hybrid/Partial,9/8/20,"<a href=""https://www.sau3.org/"" target=""_blank"">🔗</a>"
5514220,Spooner Area School District,WI,"1,158",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.spooner.k12.wi.us/"" target=""_blank"">🔗</a>"
4226520,Wilmington Area Sd,PA,"1,103",9/1/20,Hybrid/Partial,9/1/20,"<a href=""https://www.wilmington.k12.pa.us/"" target=""_blank"">🔗</a>"
4220850,Sayre Area Sd,PA,"1,086",8/26/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.sayresd.org/"" target=""_blank"">🔗</a>"
4900690,North Summit District,UT,"1,076",8/19/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.nsummit.org/"" target=""_blank"">🔗</a>"
1726430,Momence Cusd 1,IL,"1,075",8/21/20,Hybrid/Partial,8/17/20,"<a href=""https://www.mcusd1.net/"" target=""_blank"">🔗</a>"
3904656,Independence Local,OH,"1,074",9/2/20,Hybrid/Partial,9/2/20,"<a href=""https://www.independence.k12.oh.us/"" target=""_blank"">🔗</a>"
3904407,Grandview Heights Schools,OH,"1,065",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.ghschools.org/apps/pages/index.jsp?uREC_ID=1693244&type=d&pREC_ID=1960321"" target=""_blank"">🔗</a>"
4215120,Mercer Area Sd,PA,"1,051",8/25/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.mercer.k12.pa.us/"" target=""_blank"">🔗</a>"
3404440,Edgewater School District,NJ,"1,022",9/9/20,Remote learning only,9/8/20,"<a href=""https://www.edgewaterschools.org/"" target=""_blank"">🔗</a>"
4203900,Blue Ridge Sd,PA,958,9/1/20,Hybrid/Partial,8/31/20,"<a href=""https://www.brsd.org/"" target=""_blank"">🔗</a>"
5000398,Addison Northwest Unified School District,VT,973,9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.anwsd.org/index.php"" target=""_blank"">🔗</a>"
4212990,Lackawanna Trail Sd,PA,970,9/11/20,Full in-person reopening available for all students,9/10/20,"<a href=""https://www.ltsd.org/"" target=""_blank"">🔗</a>"
2005070,Columbus,KS,964,8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.usd493.com/o/usd-493"" target=""_blank"">🔗</a>"
2007350,Holcomb,KS,963,9/2/20,Full in-person reopening available for all students,9/2/20,"<a href=""https://www.usd363.com/o/usd-363-holcomb-school-district"" target=""_blank"">🔗</a>"
2508640,Norfolk,MA,963,9/15/20,Hybrid/Partial,9/14/20,"<a href=""http://www.norfolk.k12.ma.us/"" target=""_blank"">🔗</a>"
4204260,Brockway Area Sd,PA,956,8/27/20,Full in-person reopening available for all students,8/27/20,"<a href=""http://www.brockway.k12.pa.us/"" target=""_blank"">🔗</a>"
3406240,Guttenberg School District,NJ,949,9/14/20,Remote learning only,9/14/20,"<a href=""https://www.alkschool.org/Page/9"" target=""_blank"">🔗</a>"
1727990,New Berlin Cusd 16,IL,939,8/20/20,Remote learning only,8/20/20,"<a href=""https://www.pretzelpride.com/covid-19-updates--68"" target=""_blank"">🔗</a>"
1726850,Morton Grove Sd 70,IL,938,8/24/20,Remote learning only,8/24/20,"<a href=""https://www.mgsd70.org/"" target=""_blank"">🔗</a>"
0609990,Cottonwood Union Elementary,CA,932,8/14/20,Full in-person reopening available for all students,8/13/20,"<a href=""https://www.cwusd.com/"" target=""_blank"">🔗</a>"
2908670,Charleston R-1,MO,915,8/26/20,Hybrid/Partial,8/26/20,"<a href=""https://www.charlestonbluejays.org/apps/pages/index.jsp?uREC_ID=1228716&type=d&pREC_ID=1983602"" target=""_blank"">🔗</a>"
1803570,Flat Rock-Hawcreek School Corp,IN,903,8/5/20,Full in-person reopening available for all students,8/4/20,"<a href=""http://www.flatrock.k12.in.us/"" target=""_blank"">🔗</a>"
0902220,Litchfield School District,CT,890,8/26/20,Hybrid/Partial,8/26/20,"<a href=""https://www.litchfieldschools.org/central-office/superintendents-page/reopening-of-schools"" target=""_blank"">🔗</a>"
5500990,Belleville School District,WI,887,9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.belleville.k12.wi.us/district/announcements.cfm"" target=""_blank"">🔗</a>"
2511310,Sturbridge,MA,887,9/18/20,Hybrid/Partial,9/16/20,"<a href=""http://www.tantasqua.org/"" target=""_blank"">🔗</a>"
5301290,Chimacum School District,WA,876,9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.csd49.org/"" target=""_blank"">🔗</a>"
1802130,Clinton Central School Corporation,IN,867,8/30/20,Full in-person reopening available for all students,8/5/20,"<a href=""https://www.clintoncentral.org/"" target=""_blank"">🔗</a>"
3100011,Broken Bow Public Schools,NE,860,8/17/20,Full in-person reopening available for all students,8/13/20,"<a href=""https://bbps.org/"" target=""_blank"">🔗</a>"
1931290,West Sioux Comm School District,IA,844,8/25/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://elem.westsiouxschools.org/"" target=""_blank"">🔗</a>"
3012420,Glasgow K-12 Schools,MT,843,8/26/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://www.glasgow.k12.mt.us/"" target=""_blank"">🔗</a>"
5511220,Osseo-Fairchild School District,WI,817,9/1/20,Full in-person reopening available for all students,9/1/20,"<a href=""https://www.ofsd.k12.wi.us/"" target=""_blank"">🔗</a>"
2915450,Scott City R-i,MO,815,8/27/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://scr1.org/"" target=""_blank"">🔗</a>"
5604230,Niobrara County School District #1,WY,809,8/19/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.growingluskleaders.org/"" target=""_blank"">🔗</a>"
5308910,Toledo School District,WA,799,9/3/20,Full in-person reopening available for all students,9/2/20,"<a href=""http://www.toledoschools.us/covid-19-resources.html"" target=""_blank"">🔗</a>"
2007320,Hoisington,KS,776,8/27/20,Full in-person reopening available for all students,8/27/20,"<a href=""https://www.usd431.net/usd-431-home"" target=""_blank"">🔗</a>"
1200990,Jefferson,FL,769,8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://www.jeffersonschooldistrict.org/"" target=""_blank"">🔗</a>"
0601331,Trinity Alps Unified,CA,744,8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.tausd.org/"" target=""_blank"">🔗</a>"
3615480,Island Park Union Free School District,NY,741,9/11/20,Hybrid/Partial,9/9/20,"<a href=""http://www.ips.k12.ny.us/"" target=""_blank"">🔗</a>"
0600015,Lucerne Valley Unified,CA,741,8/21/20,Hybrid/Partial,8/20/20,"<a href=""https://www.lucernevalleyusd.org/"" target=""_blank"">🔗</a>"
2925110,Pierce City R-VI,MO,737,8/30/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.pcschools.net/"" target=""_blank"">🔗</a>"
2011700,Silver Lake,KS,726,8/26/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://www.silverlakeschools.org/"" target=""_blank"">🔗</a>"
1726820,Golf Esd 67,IL,725,8/31/20,Remote learning only,8/31/20,"<a href=""https://www.golf67.net/"" target=""_blank"">🔗</a>"
1703960,Arcola Cusd 306,IL,717,8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://www.arcola.k12.il.us/news?org=arcola-cusd"" target=""_blank"">🔗</a>"
1743050,Wood River-Hartford Esd 15,IL,706,8/24/20,Full in-person reopening available for all students,8/19/20,"<a href=""http://www.wrh15.org/"" target=""_blank"">🔗</a>"
2507830,Middleton,MA,700,9/18/20,Full in-person reopening available for all students,9/16/20,"<a href=""https://www.tritownschoolunion.com/"" target=""_blank"">🔗</a>"
4503000,Mccormick 01,SC,699,8/17/20,Hybrid/Partial,8/17/20,"<a href=""https://www.mccormick.k12.sc.us/"" target=""_blank"">🔗</a>"
2700088,Lakeview School District,MN,647,8/26/20,Hybrid/Partial,8/26/20,"<a href=""https://www.lakeview2167.com/"" target=""_blank"">🔗</a>"
2925620,Purdy R-II,MO,629,8/30/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.purdyk12.com/"" target=""_blank"">🔗</a>"
3816130,Rugby 5,ND,621,8/26/20,Hybrid/Partial,8/26/20,"<a href=""https://www.rugby.k12.nd.us/"" target=""_blank"">🔗</a>"
1742660,Winchester Cusd 1,IL,621,8/27/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.winchesterschools.net/"" target=""_blank"">🔗</a>"
2913710,Harrisburg R-VIII,MO,611,8/30/20,Full in-person reopening available for all students,8/26/20,"<a href=""http://harrisburg.k12.mo.us/"" target=""_blank"">🔗</a>"
1732100,Polo Cusd 222,IL,606,8/30/20,Full in-person reopening available for all students,8/20/20,"<a href=""https://home.poloschools.net/"" target=""_blank"">🔗</a>"
5514820,Thorp School District,WI,602,9/18/20,Full in-person reopening available for all students,9/15/20,"<a href=""https://www.thorp.k12.wi.us/"" target=""_blank"">🔗</a>"
1730930,Pawnee Cusd 11,IL,600,8/24/20,Remote learning only,8/24/20,"<a href=""https://www.pawneeschools.com/"" target=""_blank"">🔗</a>"
4212570,Johnsonburg Area Sd,PA,582,9/11/20,Hybrid/Partial,9/8/20,"<a href=""https://www.johnsonburgareaschooldistrict.net/"" target=""_blank"">🔗</a>"
1739450,Tri City Cusd 1,IL,571,8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://www.tricityschools.org/"" target=""_blank"">🔗</a>"
0514400,Woodlawn School District,AR,559,8/26/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://www.bears.k12.ar.us/"" target=""_blank"">🔗</a>"
4829190,Mart ISD,TX,516,9/9/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.martisd.org/page/homepage"" target=""_blank"">🔗</a>"
5300840,Cape Flattery School District,WA,508,9/3/20,Remote learning only,9/3/20,"<a href=""https://www.cfsd401.org/home"" target=""_blank"">🔗</a>"
5306990,Quilcene School District,WA,478,9/3/20,Hybrid/Partial,9/2/20,"<a href=""https://www.qsd48.org/"" target=""_blank"">🔗</a>"
0603060,Arcohe Union Elementary,CA,455,8/13/20,Remote learning only,8/13/20,"<a href=""https://www.arcohe.net/"" target=""_blank"">🔗</a>"
2003240,Wabaunsee,KS,454,8/19/20,Hybrid/Partial,8/18/20,"<a href=""https://www.usd329.com/article/288452?org=usd-329"" target=""_blank"">🔗</a>"
4212300,Jamestown Area Sd,PA,443,8/26/20,Remote learning only,8/26/20,"<a href=""http://www.jamestown.k12.pa.us/"" target=""_blank"">🔗</a>"
3614490,Hinsdale Central School District,NY,443,9/10/20,Hybrid/Partial,9/8/20,"<a href=""https://www.hinsdalebobcats.org/"" target=""_blank"">🔗</a>"
3002730,Baker K-12 Schools,MT,441,8/20/20,Full in-person reopening available for all students,8/20/20,"<a href=""https://www.baker.k12.mt.us/"" target=""_blank"">🔗</a>"
2929700,Sturgeon R-V,MO,433,8/30/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.sturgeon.k12.mo.us/o/sturgeon-r-v"" target=""_blank"">🔗</a>"
2004770,Chetopa-St. Paul,KS,413,8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.usd505.org/"" target=""_blank"">🔗</a>"
1737830,Stewardson-Strasburg Cud 5a,IL,374,8/27/20,Full in-person reopening available for all students,8/14/20,"<a href=""https://www.stew-stras.org/"" target=""_blank"">🔗</a>"
0408020,St David Unified District (4173),AZ,366,8/26/20,Remote learning only,8/5/20,"<a href=""https://www.stdavidschools.org/"" target=""_blank"">🔗</a>"
5301830,Crescent School District,WA,341,8/30/20,Remote learning only,8/27/20,"<a href=""https://www.csd313.org/"" target=""_blank"">🔗</a>"
5505280,Gilman School District,WI,326,9/1/20,Full in-person reopening available for all students,9/1/20,"<a href=""https://www.gilman.k12.wi.us/"" target=""_blank"">🔗</a>"
0622440,Lone Pine Unified,CA,308,8/25/20,Remote learning only,8/25/20,"<a href=""https://lpusd-ca.schoolloop.com/"" target=""_blank"">🔗</a>"
0612600,Elverta Joint Elementary,CA,301,8/19/20,Remote learning only,8/19/20,"<a href=""https://www.ejesd.net/o/ejesd"" target=""_blank"">🔗</a>"
0627510,North Cow Creek Elementary,CA,253,8/25/20,Hybrid/Partial,8/12/20,"<a href=""http://www.northcowcreek.org/home"" target=""_blank"">🔗</a>"
2005550,Dighton,KS,248,8/17/20,Full in-person reopening available for all students,8/14/20,"<a href=""https://www.usd482.org/"" target=""_blank"">🔗</a>"
4800002,Spur Isd,TX,246,8/24/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.spurbulldogs.com/"" target=""_blank"">🔗</a>"
2003510,Ashland,KS,218,8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""http://usd220.net/"" target=""_blank"">🔗</a>"
5101950,Highland Co Pblc Schs,VA,205,9/9/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://www.highland.k12.va.us/"" target=""_blank"">🔗</a>"
2005400,Deerfield,KS,194,8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.usd216.org/"" target=""_blank"">🔗</a>"
3176400,Santee Community Schools,NE,181,8/29/20,Full in-person reopening available for all students,8/6/20,"<a href=""https://www.santeeschools.org/"" target=""_blank"">🔗</a>"
4008310,Coleman,OK,159,8/27/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.coleman.k12.ok.us//"" target=""_blank"">🔗</a>"
2508220,Nahant,MA,151,9/18/20,Remote learning only,9/16/20,"<a href=""http://www.johnsonschool.org/"" target=""_blank"">🔗</a>"
5300750,Brinnon,WA,88,9/3/20,Hybrid/Partial,9/2/20,"<a href=""https://www.bsd46.org/"" target=""_blank"">🔗</a>"
5900127,Quileute Tribal School,WA,86,9/3/20,Remote learning only,9/2/20,"<a href=""https://quileutetribalschool.org/"" target=""_blank"">🔗</a>"
4106820,Jordan Valley Sd 3,OR,57,8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://jordanvalley.k12.or.us/"" target=""_blank"">🔗</a>"
